C:\LipidView Data\LV Results\200131_XtrIL_AMV_DAG_NL.txt	Peak Intensities
Sample Name						Sample 1	Sample 2	Sample 3	Sample 4	Kon A
612.8	299.30	Positive	Confirmed and Common Results	DAG 34:1	(-FA 18:1)	110500	93125	96250	80125	0
612.8	271.30	Positive	Confirmed and Common Results	DAG 34:1	(-FA 16:1)	29750	12125	22000	14625	0
612.8	301.30	Positive	Confirmed and Common Results	DAG 34:1	(-FA 18:0)	105625	127250	167000	132500	22500
612.8	273.30	Positive	Confirmed and Common Results	DAG 34:1	(-FA 16:0)	81375	71750	70125	42875	0
614.4	329.30	Positive	Confirmed and Common Results	DAG 34:0	(-FA 20:0)	16875	0	0	18750	26250
614.8	245.30	Positive	Confirmed and Common Results	DAG 34:0	(-FA 14:0)	43250	34500	48750	27125	7000
614.8	301.30	Positive	Confirmed and Common Results	DAG 34:0	(-FA 18:0)	197250	209250	169500	160125	48875
614.8	273.30	Positive	Confirmed and Common Results	DAG 34:0	(-FA 16:0)	238250	212625	139250	154750	50750
632.6	273.30	Positive	Confirmed and Common Results	DAG 36:5	(-FA 16:0)	23125	14250	13000	16125	0
632.6	271.30	Positive	Confirmed and Common Results	DAG 36:5	(-FA 16:1)	19375	15875	12250	11375	27000
632.6	319.30	Positive	Confirmed and Common Results	DAG 36:5	(-FA 20:5)	37625	18750	16625	30250	0
632.7	321.30	Positive	Confirmed and Common Results	DAG 36:5	(-FA 20:4)	15500	16250	12625	10750	0
632.7	295.30	Positive	Confirmed and Common Results	DAG 36:5	(-FA 18:3)	28750	21000	31750	20000	0
632.8	297.30	Positive	Confirmed and Common Results	DAG 36:5	(-FA 18:2)	0	5375	5625	5125	0
634.6	295.30	Positive	Confirmed and Common Results	DAG 36:4	(-FA 18:3)	79500	57250	65375	24625	13500
634.7	299.30	Positive	Confirmed and Common Results	DAG 36:4	(-FA 18:1)	28625	23875	26500	15625	18875
634.8	297.30	Positive	Confirmed and Common Results	DAG 36:4	(-FA 18:2)	12875	5375	11125	12125	0
634.8	321.30	Positive	Confirmed and Common Results	DAG 36:4	(-FA 20:4)	24000	11875	18500	20875	0
634.8	273.30	Positive	Confirmed and Common Results	DAG 36:4	(-FA 16:0)	0	0	0	0	7875
636.6	295.30	Positive	Confirmed and Common Results	DAG 36:3	(-FA 18:3)	317250	227875	337875	111250	43625
636.7	297.30	Positive	Confirmed and Common Results	DAG 36:3	(-FA 18:2)	31750	25750	21125	14500	10125
636.7	271.30	Positive	Confirmed and Common Results	DAG 36:3	(-FA 16:1)	18750	8875	9375	7750	0
636.7	325.30	Positive	Confirmed and Common Results	DAG 36:3	(-FA 20:2)	20875	12000	14875	0	0
636.8	301.30	Positive	Confirmed and Common Results	DAG 36:3	(-FA 18:0)	7875	4750	0	6125	0
638.7	325.30	Positive	Confirmed and Common Results	DAG 36:2	(-FA 20:2)	16250	9250	19375	8125	0
638.7	271.30	Positive	Confirmed and Common Results	DAG 36:2	(-FA 16:1)	19875	13375	9000	12250	0
638.7	327.30	Positive	Confirmed and Common Results	DAG 36:2	(-FA 20:1)	46625	37625	49875	18750	23125
638.8	273.30	Positive	Confirmed and Common Results	DAG 36:2	(-FA 16:0)	18875	8875	7750	0	0
638.8	297.30	Positive	Confirmed and Common Results	DAG 36:2	(-FA 18:2)	36250	20125	18625	8875	6000
638.8	301.30	Positive	Confirmed and Common Results	DAG 36:2	(-FA 18:0)	0	10500	0	11125	0
638.8	299.30	Positive	Confirmed and Common Results	DAG 36:2	(-FA 18:1)	146125	107875	131375	115750	20875
640.3	329.30	Positive	Confirmed and Common Results	DAG 36:1	(-FA 20:0)	25000	24500	19125	12125	7625
640.8	299.30	Positive	Confirmed and Common Results	DAG 36:1	(-FA 18:1)	71375	56375	50750	37500	17625
640.8	273.30	Positive	Confirmed and Common Results	DAG 36:1	(-FA 16:0)	15625	8500	19625	8500	0
640.8	327.30	Positive	Confirmed and Common Results	DAG 36:1	(-FA 20:1)	34125	26000	26250	26875	9000
640.8	301.30	Positive	Confirmed and Common Results	DAG 36:1	(-FA 18:0)	38375	24625	41875	29125	12500
640.9	271.30	Positive	Confirmed and Common Results	DAG 36:1	(-FA 16:1)	143625	150125	128500	79250	37625
642.6	329.30	Positive	Confirmed and Common Results	DAG 36:0	(-FA 20:0)	27750	20625	21250	17125	5375
642.8	301.30	Positive	Confirmed and Common Results	DAG 36:0	(-FA 18:0)	308625	256125	219875	254250	62375
642.8	273.30	Positive	Confirmed and Common Results	DAG 36:0	(-FA 16:0)	193750	170500	151250	120000	31500
658.6	297.30	Positive	Confirmed and Common Results	DAG 38:6	(-FA 18:2)	0	5625	0	0	23500
658.7	321.30	Positive	Confirmed and Common Results	DAG 38:6	(-FA 20:4)	9500	0	4500	0	0
658.8	273.30	Positive	Confirmed and Common Results	DAG 38:6	(-FA 16:0)	20500	24000	24875	15625	9000
658.8	345.30	Positive	Confirmed and Common Results	DAG 38:6	(-FA 22:6)	19250	19625	18125	0	10375
660.6	295.30	Positive	Confirmed and Common Results	DAG 38:5	(-FA 18:3)	24500	16375	15625	7000	0
660.7	299.30	Positive	Confirmed and Common Results	DAG 38:5	(-FA 18:1)	26750	10750	19750	19500	54500
660.7	301.30	Positive	Confirmed and Common Results	DAG 38:5	(-FA 18:0)	45875	15125	25125	49250	0
660.7	319.30	Positive	Confirmed and Common Results	DAG 38:5	(-FA 20:5)	38375	23125	20125	37500	8250
660.8	297.30	Positive	Confirmed and Common Results	DAG 38:5	(-FA 18:2)	32375	18375	22250	17250	11125
660.8	321.30	Positive	Confirmed and Common Results	DAG 38:5	(-FA 20:4)	13250	0	16375	18375	0
662.8	321.30	Positive	Confirmed and Common Results	DAG 38:4	(-FA 20:4)	60500	31625	32500	23000	0
662.8	295.30	Positive	Confirmed and Common Results	DAG 38:4	(-FA 18:3)	0	21125	0	0	0
662.8	301.30	Positive	Confirmed and Common Results	DAG 38:4	(-FA 18:0)	21875	9000	0	9125	10000
662.8	327.30	Positive	Confirmed and Common Results	DAG 38:4	(-FA 20:1)	0	0	0	11250	0
664.4	295.30	Positive	Confirmed and Common Results	DAG 38:3	(-FA 18:3)	37500	17125	29125	36500	7625
664.6	325.30	Positive	Confirmed and Common Results	DAG 38:3	(-FA 20:2)	12250	8500	12750	13000	0
664.7	299.30	Positive	Confirmed and Common Results	DAG 38:3	(-FA 18:1)	28500	21875	16125	23000	10000
664.8	297.30	Positive	Confirmed and Common Results	DAG 38:3	(-FA 18:2)	7000	0	0	7750	0
664.8	327.30	Positive	Confirmed and Common Results	DAG 38:3	(-FA 20:1)	31750	14875	21625	6875	6250
664.8	329.30	Positive	Confirmed and Common Results	DAG 38:3	(-FA 20:0)	0	5500	0	0	4500
666.7	329.30	Positive	Confirmed and Common Results	DAG 38:2	(-FA 20:0)	11750	9000	8250	0	0
666.8	327.30	Positive	Confirmed and Common Results	DAG 38:2	(-FA 20:1)	23500	13625	0	15375	0
666.8	325.30	Positive	Confirmed and Common Results	DAG 38:2	(-FA 20:2)	22625	28250	23000	14000	0
666.8	299.30	Positive	Confirmed and Common Results	DAG 38:2	(-FA 18:1)	22750	11875	14625	16125	13125
666.8	297.30	Positive	Confirmed and Common Results	DAG 38:2	(-FA 18:2)	105500	77250	93375	60500	27250
666.8	301.30	Positive	Confirmed and Common Results	DAG 38:2	(-FA 18:0)	21375	6125	12000	8875	5125
668.8	299.30	Positive	Confirmed and Common Results	DAG 38:1	(-FA 18:1)	550625	475625	503125	391375	77625
668.8	327.30	Positive	Confirmed and Common Results	DAG 38:1	(-FA 20:1)	35000	16375	28875	26250	9500
668.8	301.30	Positive	Confirmed and Common Results	DAG 38:1	(-FA 18:0)	6500	0	8375	6375	0
668.9	329.30	Positive	Confirmed and Common Results	DAG 38:1	(-FA 20:0)	13375	11625	0	0	6500
686.5	325.30	Positive	Confirmed and Common Results	DAG 40:6	(-FA 20:2)	13125	0	8625	10000	8500
686.6	319.30	Positive	Confirmed and Common Results	DAG 40:6	(-FA 20:5)	11000	7875	8875	0	0
686.7	321.30	Positive	Confirmed and Common Results	DAG 40:6	(-FA 20:4)	0	7625	7000	0	0
686.8	327.30	Positive	Confirmed and Common Results	DAG 40:6	(-FA 20:1)	29625	10500	14250	16125	0
686.8	345.30	Positive	Confirmed and Common Results	DAG 40:6	(-FA 22:6)	37750	19500	16125	27125	0
686.8	301.30	Positive	Confirmed and Common Results	DAG 40:6	(-FA 18:0)	13375	16250	23000	0	9875
688.6	327.30	Positive	Confirmed and Common Results	DAG 40:5	(-FA 20:1)	13250	0	8000	8500	21125
688.7	319.30	Positive	Confirmed and Common Results	DAG 40:5	(-FA 20:5)	92250	49875	66000	71250	10375
688.8	329.30	Positive	Confirmed and Common Results	DAG 40:5	(-FA 20:0)	19250	8000	0	21000	7500
688.8	321.30	Positive	Confirmed and Common Results	DAG 40:5	(-FA 20:4)	10875	8375	0	8375	0
690.7	329.30	Positive	Confirmed and Common Results	DAG 40:4	(-FA 20:0)	0	0	6500	8125	7500
690.7	325.30	Positive	Confirmed and Common Results	DAG 40:4	(-FA 20:2)	0	16750	9125	13750	0
690.8	321.30	Positive	Confirmed and Common Results	DAG 40:4	(-FA 20:4)	73375	69250	72500	67750	8125
692.6	325.30	Positive	Confirmed and Common Results	DAG 40:3	(-FA 20:2)	12625	0	14375	8500	7500
692.8	327.30	Positive	Confirmed and Common Results	DAG 40:3	(-FA 20:1)	15625	0	0	0	0
694.6	329.30	Positive	Confirmed and Common Results	DAG 40:2	(-FA 20:0)	12125	0	8750	0	9875
694.8	325.30	Positive	Confirmed and Common Results	DAG 40:2	(-FA 20:2)	50125	40000	39500	46500	8875
694.9	327.30	Positive	Confirmed and Common Results	DAG 40:2	(-FA 20:1)	23625	28750	22875	26625	9750
696.6	329.30	Positive	Confirmed and Common Results	DAG 40:1	(-FA 20:0)	10000	7750	0	5250	7750
696.8	327.30	Positive	Confirmed and Common Results	DAG 40:1	(-FA 20:1)	46250	62625	85375	67375	14625
698.5	329.30	Positive	Confirmed and Common Results	DAG 40:0	(-FA 20:0)	86625	39375	56500	75125	29500
